0.000000,0.000000
0.010000,0.000226
0.020000,0.000452
0.030000,0.000678
0.040000,0.000903
0.050000,0.001127
0.060000,0.001349
0.070000,0.001571
0.080000,0.001791
0.090000,0.002009
0.100000,0.002225
0.110000,0.002440
0.120000,0.002651
0.130000,0.002860
0.140000,0.003066
0.150000,0.003270
0.160000,0.003469
0.170000,0.003666
0.180000,0.003859
0.190000,0.004048
0.200000,0.004233
0.210000,0.004414
0.220000,0.004591
0.230000,0.004763
0.240000,0.004930
0.250000,0.005092
0.260000,0.005250
0.270000,0.005402
0.280000,0.005549
0.290000,0.005691
0.300000,0.005826
0.310000,0.005956
0.320000,0.006081
0.330000,0.006199
0.340000,0.006311
0.350000,0.006417
0.360000,0.006516
0.370000,0.006609
0.380000,0.006696
0.390000,0.006776
0.400000,0.006849
0.410000,0.006916
0.420000,0.006976
0.430000,0.007028
0.440000,0.007074
0.450000,0.007113
0.460000,0.007145
0.470000,0.007170
0.480000,0.007188
0.490000,0.007198
0.500000,0.007202
0.510000,0.007198
0.520000,0.007188
0.530000,0.007170
0.540000,0.007145
0.550000,0.007113
0.560000,0.007074
0.570000,0.007028
0.580000,0.006976
0.590000,0.006916
0.600000,0.006849
0.610000,0.006776
0.620000,0.006696
0.630000,0.006609
0.640000,0.006516
0.650000,0.006417
0.660000,0.006311
0.670000,0.006199
0.680000,0.006081
0.690000,0.005956
0.700000,0.005826
0.710000,0.005691
0.720000,0.005549
0.730000,0.005402
0.740000,0.005250
0.750000,0.005092
0.760000,0.004930
0.770000,0.004763
0.780000,0.004591
0.790000,0.004414
0.800000,0.004233
0.810000,0.004048
0.820000,0.003859
0.830000,0.003666
0.840000,0.003469
0.850000,0.003270
0.860000,0.003066
0.870000,0.002860
0.880000,0.002651
0.890000,0.002440
0.900000,0.002225
0.910000,0.002009
0.920000,0.001791
0.930000,0.001571
0.940000,0.001349
0.950000,0.001127
0.960000,0.000903
0.970000,0.000678
0.980000,0.000452
0.990000,0.000226
1.000000,0.000000
